ID,Product,Status,StatusReason,Purchased,Deactivated,City,State,PostalCode,County,Country,Denomination,DenominationalGroup,TWA,OrganizationClass,StaffUsers,CongregantUsers,UsingOpenInvitationModel,UsingMissionInsite,UsingAccounting,UsingOnlineGiving,UsingBackGroundChecks,UsingPathways,UsingCheckin,UsingMobileCheckin,UsingMinistrySmart,UsingRefreshWebsites,TWA_grouped,CongregantUsers_grouped,LikesACS,State_cleaned,MissingValues,Timeline,state_county,Party,Covid
AMQJXA0004VW,Realm Inform,Active,,2019-06-26,,Asheville,NC,28805-1735,Buncombe,US,Baptist - SBC,Baptist,150,Church,1,0,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,NC,0,820 <= days < 1200,NC BUNCOMBE,DEMOCRAT,False
AMQJXA0004W3,Realm Connect,Active,,2020-04-03,,Starkville,MS,39759-8583,Oktibbeha,US,Baptist - Missionary,Baptist,650,Church,7,12,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,MS,0,Covid Purchase,MS OKTIBBEHA,DEMOCRAT,True
AMQJXA0004W6,Realm Connect,Active,,2020-09-24,,Winnsboro,TX,75494-2609,Wood,US,Baptist - SBC,Baptist,700,Church,5,60,False,False,True,True,False,False,False,False,True,False,< 1479,< 256,True,TX,0,365 <= days < 650,TX WOOD,REPUBLICAN,False
AMQJXA0004W8,Realm Connect,Active,,2018-02-15,,Suffolk,VA,23435-1712,Suffolk City,US,Baptist - SBC,Baptist,711,Church,11,69,False,False,True,True,False,True,True,False,False,False,< 1479,< 256,True,VA,0,> 1200 days,VA SUFFOLK CITY,DEMOCRAT,False
AMQJXA0004WE,Realm Inform,Active,,2018-08-28,,Auburndale,FL,33823-2922,Polk,US,Baptist - SBC,Baptist,600,Church,3,0,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,FL,0,> 1200 days,FL POLK,REPUBLICAN,False
AMQJXA0004WF,Realm Connect,Active,,2020-08-13,,Ahoskie,NC,27910-0371,Hertford,US,Baptist - Missionary,Baptist,500,Church,1,0,False,False,False,False,False,False,False,False,True,False,< 1479,< 256,True,NC,0,Covid Purchase,NC HERTFORD,DEMOCRAT,True
AMQJXA0004WH,Realm Connect,Active,,2020-04-01,,Gastonia,NC,28054-3334,Gaston,US,Baptist - SBC,Baptist,1130,Church,9,35,False,False,True,True,False,False,True,False,False,False,< 1479,< 256,True,NC,0,Covid Purchase,NC GASTON,REPUBLICAN,True
AMQJXA0004WT,Realm Connect,Active,,2021-01-13,,Atlanta,GA,30316-2454,Fulton,US,Episcopal,Episcopal and Anglican,90,Church,8,17,False,False,True,False,False,False,False,False,True,False,< 1479,< 256,True,GA,0,365 <= days < 650,GA FULTON,DEMOCRAT,False
AMQJXA0004WU,Realm Connect,Active,,2017-08-23,,Bartlesville,OK,74006-2328,Washington,US,Assembly of God,Assembly of God,1000,Church,1,35,True,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,OK,0,> 1200 days,OK WASHINGTON,REPUBLICAN,False
AMQJXA0004WZ,Realm Connect,Active,,2019-09-30,,Macon,GA,31201-2762,Bibb,US,Episcopal,Episcopal and Anglican,680,Church,18,65,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,GA,0,820 <= days < 1200,GA BIBB,DEMOCRAT,False
AMQJXA0004X1,Realm Connect,Active,,2021-10-21,,Spartanburg,SC,29301-2843,Spartanburg,US,Methodist - UMC,Methodist,800,Church,,,False,True,False,False,False,False,False,False,False,False,< 1479,N,True,SC,2,< 1 Yr,SC SPARTANBURG,REPUBLICAN,False
AMQJXA0004XE,Realm Connect,Active,,2020-04-23,,Lincoln,NE,68503-2898,Lancaster,US,Lutheran - ELCA,Lutheran,500,Church,6,23,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,NE,0,Covid Purchase,NE LANCASTER,DEMOCRAT,True
AMQJXA0004XF,Realm Connect,Active,,2019-03-07,,Conway,SC,29526-6811,Horry,US,Baptist - SBC,Baptist,700,Church,13,126,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,SC,0,820 <= days < 1200,SC HORRY,REPUBLICAN,False
AMQJXA0004XK,Realm Connect,Active,,2021-01-20,,Turbeville,SC,29162,,US,Baptist - SBC,Baptist,230,Church,2,1,False,False,True,False,False,False,False,False,True,False,< 1479,< 256,True,SC,1,365 <= days < 650,-1,N,False
AMQJXA0004XM,Realm Connect,Active,,2019-05-09,,Seattle,WA,98116-3701,King,US,Presbyterian - PCUSA,Presbyterian,498,Church,18,182,False,False,True,True,False,False,True,True,True,False,< 1479,< 256,True,WA,0,820 <= days < 1200,WA KING,DEMOCRAT,False
AMQJXA0004XO,Realm Connect,Active,,2019-10-23,,Covington,TN,38019-7305,Tipton,US,Baptist,Baptist,1200,Church,14,154,False,False,True,True,False,False,True,False,False,False,< 1479,< 256,True,TN,0,820 <= days < 1200,TN TIPTON,REPUBLICAN,False
AMQJXA0004YD,Realm Connect,Active,,2020-04-14,,Atlanta,GA,30308-1203,Fulton,US,Lutheran - ELCA,Lutheran,2851,Church,22,332,False,False,True,False,False,False,False,False,True,False,1479 - 7878,256-1056,True,GA,0,Covid Purchase,GA FULTON,DEMOCRAT,True
AMQJXA0004YE,Realm Connect,Active,,2017-12-07,,Corpus Christi,TX,78411-1325,Nueces,US,Presbyterian,Presbyterian,627,Church,6,73,False,True,True,True,False,True,False,False,False,False,< 1479,< 256,True,TX,0,> 1200 days,TX NUECES,REPUBLICAN,False
AMQJXA0004YF,Realm Connect,Active,,2019-10-24,,Garland,TX,75043-1919,Dallas,US,Baptist - SBC,Baptist,445,Church,7,58,True,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,TX,0,820 <= days < 1200,TX DALLAS,DEMOCRAT,False
AMQJXA0004YL,Realm Connect,Active,,2020-07-15,,Tyrone,GA,30290-1618,Fayette,US,Methodist - UMC,Methodist,450,Church,5,1,True,True,True,True,False,False,False,False,True,False,< 1479,< 256,True,GA,0,Covid Purchase,GA FAYETTE,REPUBLICAN,True
AMQJXA0004YM,Realm Connect,Active,,2018-10-30,,Indianapolis,IN,46224-6509,Marion,US,Methodist - UMC,Methodist,800,Church,4,11,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,IN,0,> 1200 days,IN MARION,DEMOCRAT,False
AMQJXA0004YP,Realm Connect,Active,,2019-02-01,,Mauldin,SC,29662-2204,Greenville,US,Baptist - SBC,Baptist,295,Church,3,10,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,SC,0,> 1200 days,SC GREENVILLE,REPUBLICAN,False
AMQJXA0004YT,Realm Connect,Active,,2022-02-03,,Charlotte,NC,28207-1624,Mecklenburg,US,Moravian,Other,300,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,NC,2,< 1 Yr,NC MECKLENBURG,DEMOCRAT,False
AMQJXA0004YU,Realm Multiply,Active,,2021-09-09,,Morehead City,NC,28557-4038,Carteret,US,Presbyterian - PCUSA,Presbyterian,563,Church,,,False,False,True,False,False,False,False,False,False,False,< 1479,N,True,NC,2,< 1 Yr,NC CARTERET,REPUBLICAN,False
AMQJXA0004YV,Realm Connect,Active,,2021-08-03,,Black Mountain,NC,28711-3115,Buncombe,US,Presbyterian - PCUSA,Presbyterian,610,Church,,,False,False,False,False,False,False,True,False,False,False,< 1479,N,True,NC,2,< 1 Yr,NC BUNCOMBE,DEMOCRAT,False
AMQJXA0004YX,Realm Connect,Active,,2019-02-19,,Mount Olive,NC,28365-1616,Wayne,US,Baptist - SBC,Baptist,580,Church,2,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,NC,0,> 1200 days,NC WAYNE,REPUBLICAN,False
AMQJXA0004Z1,Realm Inform,Active,,2020-03-17,,Lawrenceville,GA,30044-2308,Gwinnett,US,Christian Ch. Disc. of Christ,Other,400,Church,4,6,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,GA,0,Covid Purchase,GA GWINNETT,DEMOCRAT,True
AMQJXA0004ZE,Realm Connect,Active,,2019-01-23,,Clinton,MS,39056-5006,Hinds,US,Methodist - UMC,Methodist,1600,Church,11,29,False,True,True,False,False,False,True,False,False,False,1479 - 7878,< 256,True,MS,0,> 1200 days,MS HINDS,DEMOCRAT,False
AMQJXA0004ZG,Realm Inform,Active,,2021-09-22,,Gibsonville,NC,27249-9609,Guilford,US,Non - Denominational,Non - Denominational,600,Church,,,False,False,True,False,False,False,False,False,False,False,< 1479,N,True,NC,2,< 1 Yr,NC GUILFORD,DEMOCRAT,False
AMQJXA0004ZH,Realm Connect,Active,,2017-11-14,,Ninety Six,SC,29666-1129,Greenwood,US,Baptist - SBC,Baptist,400,Church,2,2,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,SC,0,> 1200 days,SC GREENWOOD,REPUBLICAN,False
AMQJXA0004ZQ,Realm Connect,Active,,2019-10-24,,Decatur,GA,30034-1713,DeKalb,US,Baptist - SBC,Baptist,4200,Church,42,584,False,True,True,True,False,False,False,False,False,False,1479 - 7878,256-1056,True,GA,0,820 <= days < 1200,GA DEKALB,DEMOCRAT,False
AMQJXA0004ZT,Realm Connect,Active,,2020-02-18,,High Point,NC,27262-4554,Guilford,US,Baptist - SBC,Baptist,700,Church,7,0,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,NC,0,820 <= days < 1200,NC GUILFORD,DEMOCRAT,False
AMQJXA0004ZW,Realm Connect,Active,,2019-01-28,,Owensboro,KY,42303-4268,Daviess,US,Baptist - SBC,Baptist,2000,Church,14,155,False,False,True,False,False,False,True,True,False,False,1479 - 7878,< 256,True,KY,0,> 1200 days,KY DAVIESS,REPUBLICAN,False
AMQJXA0004ZZ,Realm Connect,Active,,2020-02-28,,Columbus,OH,43219-2017,Franklin,US,Pentecostal,Pentecostal,800,Church,7,1,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,OH,0,820 <= days < 1200,OH FRANKLIN,DEMOCRAT,False
AMQJXA000505,Realm Connect,Active,,2019-12-30,,Ridge Spring,SC,29129-9696,Aiken,US,Baptist - SBC,Baptist,350,Church,3,0,False,True,True,False,False,False,False,False,False,False,< 1479,< 256,True,SC,0,820 <= days < 1200,SC AIKEN,REPUBLICAN,False
AMQJXA000506,Realm Inform,Active,,2022-02-02,,High Springs,FL,32643-8102,Alachua,US,Baptist - SBC,Baptist,181,Church,1,0,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,FL,0,< 1 Yr,FL ALACHUA,DEMOCRAT,False
AMQJXA000509,Realm Connect,Active,,2021-04-19,,Azle,TX,76020-3099,Parker,US,Baptist - SBC,Baptist,1200,Church,,,False,False,True,False,False,False,True,False,False,False,< 1479,N,True,TX,2,365 <= days < 650,TX PARKER,REPUBLICAN,False
AMQJXA00050B,Realm Connect,Active,,2020-05-29,,Orlando,FL,32809-5196,Orange,US,Episcopal,Episcopal and Anglican,245,Church,7,3,False,False,True,True,False,False,False,False,True,False,< 1479,< 256,True,FL,0,Covid Purchase,FL ORANGE,DEMOCRAT,True
AMQJXA00050H,Realm Connect,Active,,2017-01-23,,Spokane Valley,WA,99206-5452,Spokane,US,Baptist - SBC,Baptist,2000,Church,14,98,True,False,False,True,False,True,True,False,False,False,1479 - 7878,< 256,True,WA,0,> 1200 days,WA SPOKANE,REPUBLICAN,False
AMQJXA00050U,Realm Connect,Active,,2019-05-07,,Erwin,NC,28339-2125,Harnett,US,Episcopal,Episcopal and Anglican,120,Church,1,10,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,NC,0,820 <= days < 1200,NC HARNETT,REPUBLICAN,False
AMQJXA00050X,Realm Multiply,Active,,2021-09-10,,Alexandria,VA,22314-3640,Alexandria City,US,Baptist,Baptist,6300,Church,,,False,False,True,False,False,False,False,False,False,False,1479 - 7878,N,True,VA,2,< 1 Yr,VA ALEXANDRIA CITY,DEMOCRAT,False
AMQJXA00051A,Realm Connect,Active,,2018-01-18,,Gainesville,GA,30506-5323,Hall,US,Baptist - SBC,Baptist,500,Church,25,94,False,True,True,True,False,False,True,False,False,False,< 1479,< 256,True,GA,0,> 1200 days,GA HALL,REPUBLICAN,False
AMQJXA00051D,Realm Connect,Active,,2019-08-19,,Hartsville,SC,29550-5719,Darlington,US,Baptist - SBC,Baptist,500,Church,3,1,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,SC,0,820 <= days < 1200,SC DARLINGTON,REPUBLICAN,False
AMQJXA00051I,Realm Connect,Active,,2021-04-28,,Atlanta,GA,30318-7034,Fulton,US,Baptist - National,Baptist,6000,Church,10,180,False,False,False,False,False,False,False,False,True,False,1479 - 7878,< 256,True,GA,0,365 <= days < 650,GA FULTON,DEMOCRAT,False
AMQJXA00051K,Realm Connect,Active,,2019-06-24,,Hartwell,GA,30643-1892,Hart,US,Baptist - SBC,Baptist,1000,Church,5,42,False,True,True,False,False,False,True,False,False,False,< 1479,< 256,True,GA,0,820 <= days < 1200,GA HART,REPUBLICAN,False
AMQJXA00051L,Realm Multiply,Active,,2020-08-25,,Scottsdale,AZ,85253-4344,Maricopa,US,Episcopal,Episcopal and Anglican,1500,Church,18,6,False,True,True,False,False,False,False,False,False,False,1479 - 7878,< 256,True,AZ,0,365 <= days < 650,AZ MARICOPA,DEMOCRAT,False
AMQJXA00051N,Realm Multiply,Active,,2019-12-31,,Laurens,SC,29360-6843,Laurens,US,Baptist - SBC,Baptist,700,Church,9,239,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,SC,0,820 <= days < 1200,SC LAURENS,REPUBLICAN,False
AMQJXA00051Q,Realm Connect,Active,,2022-01-06,,Richmond,VA,23222-3916,Richmond City,US,Baptist - American,Baptist,1900,Church,,,False,False,False,False,False,False,False,False,False,False,1479 - 7878,N,True,VA,2,< 1 Yr,VA RICHMOND CITY,DEMOCRAT,False
AMQJXA000523,Realm Multiply,Active,,2020-02-17,,Avon Lake,OH,44012-2004,Lorain,US,Catholic,Catholic,0,Church,9,19,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,OH,0,820 <= days < 1200,OH LORAIN,REPUBLICAN,False
AMQJXA00052P,Realm Inform,Active,,2019-09-25,,Lakewood,OH,44107-6099,Cuyahoga,US,Catholic,Catholic,1200,Church,4,0,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,OH,0,820 <= days < 1200,OH CUYAHOGA,DEMOCRAT,False
AMQJXA00053C,Realm Inform,Active,,2021-04-20,,Zuni,VA,23898-3347,Southampton,US,Baptist - SBC,Baptist,690,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,VA,2,365 <= days < 650,VA SOUTHAMPTON,REPUBLICAN,False
AMQJXA00053F,Realm Connect,Not Using,Product,2018-09-28,2021-08-31,Greenwood,SC,29646-2850,Greenwood,US,Baptist - Missionary,Baptist,250,Church,1,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,False,SC,0,> 1200 days,SC GREENWOOD,REPUBLICAN,False
AMQJXA00053H,Realm Connect,Active,,2019-03-19,,Cowpens,SC,29330,,US,Baptist - SBC,Baptist,400,Church,1,1,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,SC,1,820 <= days < 1200,-1,N,False
AMQJXA00053M,Realm Connect,Active,,2021-06-18,,Kirtland,OH,44094-9721,Lake,US,Catholic,Catholic,3590,Church,,,False,False,False,False,False,False,False,False,False,False,1479 - 7878,N,True,OH,2,< 1 Yr,OH LAKE,REPUBLICAN,False
AMQJXA00053V,Realm Connect,Active,,2020-11-23,,Wooster,OH,44691-3523,Wayne,US,Lutheran,Lutheran,550,Church,12,0,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,OH,0,365 <= days < 650,OH WAYNE,REPUBLICAN,False
AMQJXA000540,Realm Connect,Active,,2020-06-11,,Midland,GA,31820-3611,Muscogee,US,Assembly of God,Assembly of God,248,Church,17,58,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,GA,0,Covid Purchase,GA MUSCOGEE,DEMOCRAT,True
AMQJXA00054G,Realm Connect,Active,,2021-01-06,,Blair,NE,68008-1167,Washington,US,Lutheran - ELCA,Lutheran,1900,Church,5,1,False,False,True,False,False,False,False,False,False,False,1479 - 7878,< 256,True,NE,0,365 <= days < 650,NE WASHINGTON,REPUBLICAN,False
AMQJXA00054N,Realm Connect,Active,,2017-09-27,,Marietta,GA,30066-2437,Cobb,US,Methodist - UMC,Methodist,650,Church,3,10,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,GA,0,> 1200 days,GA COBB,DEMOCRAT,False
AMQJXA00054R,Realm Connect,Active,,2018-03-12,,Statesville,NC,28625-8712,Iredell,US,Baptist - SBC,Baptist,1000,Church,14,176,False,False,True,True,False,False,True,False,False,False,< 1479,< 256,True,NC,0,> 1200 days,NC IREDELL,REPUBLICAN,False
AMQJXA00054S,Realm Connect,Active,,2021-12-08,,Palatka,FL,32177-4629,Putnam,US,Baptist - SBC,Baptist,480,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,FL,2,< 1 Yr,FL PUTNAM,REPUBLICAN,False
AMQJXA000555,Realm Connect,Active,,2019-03-04,,York,SC,29745-0101,York,US,Baptist - Missionary,Baptist,300,Church,3,54,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,SC,0,820 <= days < 1200,SC YORK,REPUBLICAN,False
AMQJXA000557,Realm Multiply,Active,,2020-09-18,,South Chesterfield,VA,23834-5336,Chesterfield,US,Baptist - SBC,Baptist,5000,Church,37,585,False,False,True,True,False,True,True,True,True,False,1479 - 7878,256-1056,True,VA,0,365 <= days < 650,VA CHESTERFIELD,DEMOCRAT,False
AMQJXA000558,Realm Connect,Active,,2019-04-11,,Sumter,SC,29150-3809,Sumter,US,Methodist - UMC,Methodist,750,Church,3,13,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,SC,0,820 <= days < 1200,SC SUMTER,DEMOCRAT,False
AMQJXA00055D,Realm Connect,Active,,2017-05-16,,Waller,TX,77484,,US,Baptist,Baptist,300,Church,7,38,True,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,TX,1,> 1200 days,-1,N,False
AMQJXA00055F,Realm Multiply,Active,,2018-04-09,,Aiken,SC,29801-3918,Aiken,US,Methodist - UMC,Methodist,1850,Church,18,263,False,True,True,True,False,False,True,False,False,False,1479 - 7878,256-1056,True,SC,0,> 1200 days,SC AIKEN,REPUBLICAN,False
AMQJXA00055I,Realm Multiply,Active,,2019-04-11,,Charlotte,NC,28211-4000,Mecklenburg,US,Baptist - SBC,Baptist,2300,Church,21,344,False,False,True,True,False,False,False,True,False,False,1479 - 7878,256-1056,True,NC,0,820 <= days < 1200,NC MECKLENBURG,DEMOCRAT,False
AMQJXA00056A,Realm Connect,Active,,2018-05-03,,Cashiers,NC,28717-4507,Jackson,US,Episcopal,Episcopal and Anglican,550,Church,9,8,False,False,True,True,False,True,False,False,False,False,< 1479,< 256,True,NC,0,> 1200 days,NC JACKSON,REPUBLICAN,False
AMQJXA00056D,Realm Connect,Active,,2017-11-21,,Indianapolis,IN,46218-3411,Marion,US,Baptist - American,Baptist,600,Church,3,13,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,IN,0,> 1200 days,IN MARION,DEMOCRAT,False
AMQJXA00056M,Realm Office,Active,,2022-02-28,,Springfield,MO,65807-4128,Greene,US,Baptist - SBC,Baptist,91,Denominational Office,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,MO,2,< 1 Yr,MO GREENE,REPUBLICAN,False
AMQJXA00056Z,Realm Connect,Active,,2022-04-04,,New Bern,NC,28563-1069,Craven,US,Presbyterian - PCUSA,Presbyterian,801,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,NC,2,< 1 Yr,NC CRAVEN,REPUBLICAN,False
AMQJXA000571,Realm Connect,Active,,2019-10-21,,West Monroe,LA,71291-8629,Ouachita,US,Baptist - SBC,Baptist,1356,Church,23,85,False,False,True,True,False,False,True,True,False,False,< 1479,< 256,True,LA,0,820 <= days < 1200,LA OUACHITA,REPUBLICAN,False
AMQJXA00057H,Realm Connect,Active,,2018-08-02,,Roswell,GA,30076-2416,Fulton,US,Presbyterian - PCUSA,Presbyterian,486,Church,8,167,False,False,True,True,False,False,True,True,False,False,< 1479,< 256,True,GA,0,> 1200 days,GA FULTON,DEMOCRAT,False
AMQJXA00057L,Realm Connect,Active,,2019-01-07,,Greenville,NC,27858-2915,Pitt,US,Methodist - UMC,Methodist,1800,Church,14,332,False,True,True,True,False,False,True,True,False,False,1479 - 7878,256-1056,True,NC,0,> 1200 days,NC PITT,DEMOCRAT,False
AMQJXA00057Z,Realm Connect,Active,,2017-10-11,,Douglasville,GA,30135-3223,Douglas,US,Methodist - UMC,Methodist,700,Church,8,32,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,GA,0,> 1200 days,GA DOUGLAS,DEMOCRAT,False
AMQJXA000583,Realm Inform,Active,,2017-09-01,,Littleton,NC,27850,,US,Non - Denominational,Non - Denominational,100,Church,2,0,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,NC,1,> 1200 days,-1,N,False
AMQJXA000585,Realm Connect,Active,,2018-12-10,,Anderson,SC,29624-1490,Anderson,US,Presbyterian - PCUSA,Presbyterian,723,Church,10,181,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,SC,0,> 1200 days,SC ANDERSON,REPUBLICAN,False
AMQJXA00058W,Realm Connect,Active,,2019-11-20,,Columbus,GA,31904-3049,Muscogee,US,Methodist - UMC,Methodist,1400,Church,6,3,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,GA,0,820 <= days < 1200,GA MUSCOGEE,DEMOCRAT,False
AMQJXA000595,Realm Inform,Active,,2021-02-28,,Wake Forest,NC,27587-9228,Wake,US,Baptist - SBC,Baptist,220,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,NC,2,365 <= days < 650,NC WAKE,DEMOCRAT,False
AMQJXA000597,Realm Connect,Active,,2019-04-03,,Oklahoma City,OK,73120-2617,Oklahoma,US,Baptist - SBC,Baptist,2976,Church,21,23,False,False,False,True,False,False,False,False,False,False,1479 - 7878,< 256,True,OK,0,820 <= days < 1200,OK OKLAHOMA,REPUBLICAN,False
AMQJXA00059C,Realm Connect,Active,,2017-12-19,,Columbia,SC,29202-1487,Richland,US,Episcopal,Episcopal and Anglican,500,Church,5,2,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,SC,0,> 1200 days,SC RICHLAND,DEMOCRAT,False
AMQJXA00059F,Realm Connect,Not Using,Migrated to OnDemand,2018-07-13,2018-10-29,Montgomery,AL,36109-2857,Montgomery,US,Baptist - SBC,Baptist,1422,Church,,,False,False,True,False,False,False,False,False,False,False,< 1479,N,False,AL,2,> 1200 days,AL MONTGOMERY,DEMOCRAT,False
AMQJXA00059G,Realm Multiply,Active,,2019-05-14,,Knoxville,TN,37918-3226,Knox,US,Methodist - UMC,Methodist,1700,Church,19,255,False,False,True,True,False,True,True,True,False,False,1479 - 7878,< 256,True,TN,0,820 <= days < 1200,TN KNOX,REPUBLICAN,False
AMQJXA00059Q,Realm Connect,Active,,2021-08-03,,Fuquay Varina,NC,27526-8262,Wake,US,Catholic,Catholic,5000,Church,,,False,False,True,False,False,False,True,False,False,False,1479 - 7878,N,True,NC,2,< 1 Yr,NC WAKE,DEMOCRAT,False
AMQJXA00059V,Realm Connect,Active,,2021-07-12,,Lagrange,GA,30240-2603,Troup,US,Episcopal,Episcopal and Anglican,200,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,GA,2,< 1 Yr,GA TROUP,REPUBLICAN,False
AMQJXA00059X,Realm Connect,Active,,2017-02-15,,Macon,GA,31204-4612,Bibb,US,Baptist - SBC,Baptist,230,Church,3,8,False,True,False,True,False,False,False,False,False,False,< 1479,< 256,True,GA,0,> 1200 days,GA BIBB,DEMOCRAT,False
AMQJXA0005A3,Realm Connect,Active,,2018-07-17,,Ringgold,VA,24586,,US,Baptist - SBC,Baptist,457,Church,2,26,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,VA,1,> 1200 days,-1,N,False
AMQJXA0005A4,Realm Connect,Active,,2020-08-11,,Gainesville,GA,30501-3532,Hall,US,Methodist - UMC,Methodist,700,Church,5,3,False,True,False,False,False,False,False,False,True,False,< 1479,< 256,True,GA,0,Covid Purchase,GA HALL,REPUBLICAN,True
AMQJXA0005AF,Realm Connect,Active,,2021-07-21,,Lubbock,TX,79410-3223,Lubbock,US,Presbyterian - EPC,Presbyterian,830,Church,,,False,False,False,False,False,False,True,False,False,False,< 1479,N,True,TX,2,< 1 Yr,TX LUBBOCK,REPUBLICAN,False
AMQJXA0005AG,Realm Connect,Active,,2019-10-16,,Yuma,AZ,85364-7706,Yuma,US,Assembly of God,Assembly of God,100,Church,5,2,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,AZ,0,820 <= days < 1200,AZ YUMA,REPUBLICAN,False
AMQJXA0005AJ,Realm Connect,Active,,2018-01-08,,Montreat,NC,28757,,US,Presbyterian - EPC,Presbyterian,325,Church,17,216,False,False,True,True,False,False,False,True,False,False,< 1479,< 256,True,NC,1,> 1200 days,-1,N,False
AMQJXA0005AK,Realm Connect,Active,,2018-02-27,,Mesquite,TX,75149-4625,Dallas,US,Non - Denominational,Non - Denominational,120,Church,3,54,True,False,True,True,False,True,False,False,False,False,< 1479,< 256,True,TX,0,> 1200 days,TX DALLAS,DEMOCRAT,False
AMQJXA0005BM,Realm Connect,Active,,2017-10-16,,Warren,AR,71671-2505,Bradley,US,Baptist - SBC,Baptist,800,Church,4,0,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,AR,0,> 1200 days,AR BRADLEY,REPUBLICAN,False
AMQJXA0005BO,Realm Inform,Active,,2021-03-03,,Lexington,NC,27292-3234,Davidson,US,Episcopal,Episcopal and Anglican,275,Church,3,5,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,NC,0,365 <= days < 650,NC DAVIDSON,REPUBLICAN,False
AMQJXA0005BP,Realm Connect,Active,,2019-09-12,,Chatsworth,GA,30705-2503,Murray,US,Methodist - UMC,Methodist,460,Church,7,15,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,GA,0,820 <= days < 1200,GA MURRAY,REPUBLICAN,False
AMQJXA0005BR,Realm Office,Active,,2020-03-13,,Atlanta,GA,30341-4138,DeKalb,US,Baptist,Baptist,102,Denominational Office,3,1,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,GA,0,Covid Purchase,GA DEKALB,DEMOCRAT,True
AMQJXA0005BY,Realm Connect,Active,,2019-12-19,,Brownsville,TN,38012-2653,Haywood,US,Baptist - SBC,Baptist,250,Church,3,0,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,TN,0,820 <= days < 1200,TN HAYWOOD,DEMOCRAT,False
AMQJXA0005C0,Realm Connect,Active,,2021-01-14,,Inverness,FL,34450-4942,Citrus,US,Presbyterian - PCUSA,Presbyterian,464,Church,5,2,False,True,True,False,False,False,False,False,True,False,< 1479,< 256,True,FL,0,365 <= days < 650,FL CITRUS,REPUBLICAN,False
AMQJXA0005C4,Realm Connect,Active,,2018-06-06,,East Bend,NC,27018-8727,Yadkin,US,Baptist - SBC,Baptist,500,Church,7,9,False,False,True,True,False,False,False,True,False,False,< 1479,< 256,True,NC,0,> 1200 days,NC YADKIN,REPUBLICAN,False
AMQJXA0005CC,Realm Connect,Active,,2020-03-23,,Deerfield Beach,FL,33441-5604,Broward,US,Lutheran - ELCA,Lutheran,800,Church,3,3,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,FL,0,Covid Purchase,FL BROWARD,DEMOCRAT,True
